title,number,additions,deletions,changedFiles,body,comments,participants,createdAt,closedAt,mergedAt,bodyCharNumber,analysisTime
Remove the card columns in favor of a Masonry grid,28922,132,124,12,"Mentioned before in https://github.com/twbs/bootstrap/issues/28891#issuecomment-500917538 and https://github.com/twbs/bootstrap/issues/28076#issuecomment-488386892, we should ditch the card columns in favor of masonry.

Main reasons are:

- Cards are ordered per column instead of per row (https://github.com/twbs/bootstrap/issues/17709, https://github.com/twbs/bootstrap/issues/17805, https://github.com/twbs/bootstrap/issues/17882)
- Several rendering issues (https://github.com/twbs/bootstrap/issues/19060, https://github.com/twbs/bootstrap/issues/19600, https://github.com/twbs/bootstrap/issues/19725, https://github.com/twbs/bootstrap/issues/20161, https://github.com/twbs/bootstrap/issues/28921)
- No control over responsive number of columns (https://github.com/twbs/bootstrap/issues/17511, https://github.com/twbs/bootstrap/issues/22136,  https://github.com/twbs/bootstrap/issues/20321, https://github.com/twbs/bootstrap/issues/20905)

I've updated the docs and included Masonry via cdnjs, @XhmikosR is that ok for you, or do you have another proposal? (I also watched the releases of masonry github repo so I know when to upgrade) 

**Edit:**
The demo is a example page now. It's also possible to add additional parameters (`async` & `intergrity`) to the extra js.

TODO:
- [x] Link to this PR in migration section
- [x] Move documentation to examples
- [x] Allow to pass `async` attribute
- [x] Check if integrity attribute is present before printing

Closes #28076, closes #28439

Card docs: https://deploy-preview-28922--twbs-bootstrap.netlify.com/docs/4.3/components/card/#card-columns-masonry-layout
Example page: https://deploy-preview-28922--twbs-bootstrap.netlify.com/docs/4.3/examples/#integrations
Demo: https://deploy-preview-28922--twbs-bootstrap.netlify.com/docs/4.3/examples/masonry/",11,8,2019-06-18T07:27:44Z,2019-07-22T13:08:59Z,2019-07-22T13:08:59Z,1829,34 days 05:41:15
WIP make dynamic tabs follow ARIA 1.1 practices,28927,357,188,5,Closes https://github.com/twbs/bootstrap/issues/28918,19,7,2019-06-18T19:02:45Z,2021-04-11T10:22:30Z,,53,662 days 15:19:45
Closing dropdown with ESC correctly sets focus to toggle,28928,40,1,2,"just firing the focus event isn't enough ... need to actually call the proper `focus()` method for it to actually do it...

Closes #28914",2,3,2019-06-18T22:00:27Z,2019-06-19T09:23:42Z,2019-06-19T09:23:42Z,139,0 days 11:23:15
Add missing dropdown unit test for closing with ESC,28929,39,0,1,backport of the unit test from https://github.com/twbs/bootstrap/pull/28928,3,3,2019-06-18T22:49:06Z,2019-06-19T10:43:49Z,2019-06-19T10:43:49Z,75,0 days 11:54:43
Final v3 changes,28931,697,706,5,"I need someone to do the usual process to verify the dist files, because I keep seeing changes in the CSS map files in some cases (on Linux, Windows is expected to have differences due to a bug in clean-css):

```sh
git checkout v3-dev-xmr
git clean -dfx
npm i
npm t
# here check about modifications with `git status`
npm run release
# check again here about modifications
```

Changes: <https://github.com/twbs/bootstrap/compare/v3.4.1...v3-dev-xmr>",5,3,2019-06-19T09:31:39Z,2019-07-15T07:31:07Z,2019-07-15T07:31:07Z,462,25 days 21:59:28
Update package.json,28933,1,2,1,,1,2,2019-06-20T00:51:18Z,2019-06-20T07:19:06Z,,0,0 days 06:27:48
Deprecate `bg-variant()` mixin,28938,1,0,1,"Add deprecate mixin for `bg-variant()` in `v4`

Closes #28444",0,2,2019-06-20T17:54:20Z,2019-06-20T19:30:10Z,2019-06-20T19:30:10Z,63,0 days 01:35:50
Combine duplicate documentation examples into one to fix the confusing text.,28939,9,23,1,Fixes #28892,2,4,2019-06-21T01:55:58Z,2019-06-24T06:15:53Z,2019-06-24T06:15:53Z,12,3 days 04:19:55
Fix group list items borders overlapping,28940,28,19,1,"This PR fixes an issue with overlapping of group list items borders (e.g. in case of RGBA border color & transparent item background).
Here is a [pen](https://codepen.io/kvlsrg/pen/QXpWRZ).
",2,3,2019-06-21T12:03:05Z,2019-06-25T06:23:36Z,2019-06-25T06:23:36Z,192,3 days 18:20:31
Docs – update extend/approach.md,28941,2,2,1,"I think saying the z-index value 'was chosen arbitrarily' is clearer than saying it is random, which may suggest that it could change on each compilation?

Also small grammar fix.",0,3,2019-06-21T14:11:59Z,2019-06-22T13:21:21Z,2019-06-22T13:21:20Z,181,0 days 23:09:21
Change invalid icon from cross to exclamation mark,28944,1,1,1,"The cross icon was confusing since some browsers use it as a reset button.

The svg is handcrafted by myself.

Fixes #28440

Demo: https://deploy-preview-28944--twbs-bootstrap.netlify.com/docs/4.3/components/forms/#server-side",3,4,2019-06-22T10:05:51Z,2019-06-22T14:21:12Z,2019-06-22T14:21:12Z,232,0 days 04:15:21
v4 updates and backports,28947,521,492,18,I need someone to confirm that the cherry picked patches are OK since there were some conflicts I had to resolve.,1,8,2019-06-24T06:31:12Z,2019-07-10T08:03:56Z,2019-07-10T08:03:55Z,113,16 days 01:32:43
Allow .page-links to get left margin.,28948,19,19,3,Give the choice to set a left-margin to pagination links.,13,5,2019-06-24T07:54:22Z,2019-08-03T14:11:58Z,2019-08-03T14:11:58Z,57,40 days 06:17:36
Ensure button plugin sets/removes active class correctly on page load,28952,120,30,5,"More fundamentally fixes a problem with Bootstrap's ""faked"" toggles, checkboxes, radio buttons ... the fact that the visual presentation can get out of sync with the real value/state of controls if, for instance, autocomplete happened (which would change the underlying value, but not set the correct `active` class). This does a sanity check on page load and makes sure the `active` class is only set if the underlying control is really pressed/checked, and otherwise removes it. This guarantees that they're in sync from the moment the page is loaded, regardless of whether or not a browser did an autocomplete, or even the author forgot to set BOTH the class and the relevant attribute.

Also, removes the now unnecessary `autocomplete=""off""` attributes used to essentially prevent out-of-sync situations from happening (in Firefox, primarily). Now, if Firefox does an autocomplete, this new logic ensures that the `active` class will be correct, no problem.

Closes https://github.com/twbs/bootstrap/issues/28623

Supersedes https://github.com/twbs/bootstrap/pull/28649

Could potentially be ported to v5, but once https://github.com/twbs/bootstrap/pull/28463 lands the part relating to checkboxes/radio buttons will be irrelevant ... will create a separate v5-specific patch to keep just the `aria-pressed` toggles in sync on page load (probably as part of that PR itself)",0,2,2019-06-24T13:03:56Z,2019-06-24T20:01:45Z,2019-06-24T20:01:45Z,1385,0 days 06:57:49
Remove redundant radius properties,28956,2,2,1,"Some properties are already set on `.list-group-item`, they can be removed safely.

Demo: https://deploy-preview-28956--twbs-bootstrap.netlify.com/docs/4.3/components/list-group/#horizontal",0,3,2019-06-24T18:38:59Z,2019-06-26T13:11:38Z,2019-06-26T13:11:38Z,191,1 days 18:32:39
Stretched link updates,28958,5,6,2,"- Remove IE10 background hack
- Ability to change the pseudo element
- Ability to change the z-index
- Remove pointer events, just inherit this",0,3,2019-06-25T12:40:09Z,2019-06-26T04:54:52Z,2019-06-26T04:54:51Z,146,0 days 16:14:42
Add focus style for checkboxes and radios,28959,12,0,1,"Add focus style for default checkboxes and radios 

#28957",8,5,2019-06-25T13:23:48Z,2019-06-28T09:27:12Z,,60,2 days 20:03:24
Drop support for .form-control-plaintext inside .input-group,28972,1,1,2,"Drop support for `.form-control-plaintext` inside `.input-group`, because this cause #28205.

Closes #28205",2,5,2019-06-27T14:48:32Z,2019-07-12T10:23:44Z,2019-07-12T10:23:44Z,109,14 days 19:35:12
Master mc checkbox radio align,28974,9,14,5,,1,3,2019-06-28T02:53:31Z,2019-06-28T06:44:22Z,,0,0 days 03:50:51
Add check input focus style,28975,8,0,1,"### Description
<!-- Include a high level description of the feature or error here including steps of how to recreate if applicable. Include any benefits, challenges or considerations. Can be short and sweet.-->

Add focus style for checkboxes and radios

### Additional Info
<!-- Include any images, steps to recreate, notes, emojis, or whatever. -->

1. Initial Issue: close #28957 
1. It was first propose tu make the change for current and next version of bootstrap. But it was decided to only target v4. (See #28959 for more info)

Demo: https://deploy-preview-28975--twbs-bootstrap.netlify.com/docs/4.3/components/forms/#without-labels",13,6,2019-06-28T08:30:21Z,2019-08-27T16:37:58Z,,652,60 days 08:07:37
Remove redundant border radius on pagination,28980,0,1,1,"Pagination used to have box shadow back in the days which required this property, but nowadays it's redundant. (see https://github.com/twbs/bootstrap/blame/0cd186183c5e18f0517d6037d53f29c56adbac72/less/pagination.less#L17)",1,3,2019-07-01T19:29:58Z,2019-07-02T06:08:13Z,2019-07-02T06:08:13Z,222,0 days 10:38:15
Add ARIA search landmark to documentation.,28983,1,1,1,"Reference: [WAI-ARIA Authoring Practices 1.1 § 4.3.8](https://www.w3.org/TR/wai-aria-practices-1.1/#aria_lh_search).

Addendum: `.bd-sidebar` and `bd-toc` don't appear to have enough roles, but I'm new at this whole ARIA thing so would prefer advice on this one.",1,3,2019-07-02T14:56:57Z,2019-07-02T18:17:43Z,2019-07-02T18:17:43Z,264,0 days 03:20:46
Simplify code for 'cover' example using utility classes,28986,11,64,2,"This reduces the size of the CSS and (I think) makes the example source code easier to read.

Note; the `background-color` is very slightly different as I used `bg-dark`.

https://deploy-preview-28986--twbs-bootstrap.netlify.com/docs/4.3/examples/cover/",6,4,2019-07-04T08:12:01Z,2019-07-22T14:02:04Z,2019-07-22T14:02:04Z,257,18 days 05:50:03
Remove attribute selectors from buttons,28988,0,9,1,"We needed this, back in the days when this was still present in our code (see https://github.com/twbs/bootstrap/issues/4666):
https://github.com/twbs/bootstrap/blob/fd49d4a44f7fe73054b861461b9ec0f36a1bb29a/less/forms.less#L102-L108

But nowadays it's redundant.",0,4,2019-07-04T10:57:25Z,2019-07-12T10:15:51Z,2019-07-12T10:15:51Z,264,7 days 23:18:26
Remove text align from body,28989,9,10,3,"This was causing issues for RTL, see https://github.com/twbs/bootstrap/issues/28238.
The text align didn't needed to be set to fix (https://github.com/twbs/bootstrap/pull/22858), adding `th{ text-align: inherit; }` was enough (see https://codepen.io/MartijnCuppens/pen/zVLZbG)

Fixes https://github.com/twbs/bootstrap/issues/28238
 ",5,4,2019-07-04T13:54:55Z,2019-07-15T11:34:02Z,2019-07-15T11:34:01Z,336,10 days 21:39:06
Update alignment __tables.scss,28990,43,1,3,"This change align  the content of table row to vertical alignment
**Before**
![before](https://user-images.githubusercontent.com/11599205/60676376-1ef08a00-9e55-11e9-96da-379291e934d8.png)
**After:** 
![after](https://user-images.githubusercontent.com/11599205/60676361-16984f00-9e55-11e9-89ea-3069d897622e.png)

",7,3,2019-07-04T15:13:48Z,2019-07-14T11:58:50Z,,319,9 days 20:45:02
Add `prefers-reduced-motion` callout to toast documentation,28993,4,0,1,x-ref #28987,0,3,2019-07-06T20:07:16Z,2019-07-08T18:05:55Z,2019-07-08T18:05:54Z,12,1 days 21:58:38
WIP Initial naive form validation fix,28995,48,28,1,"A first attempt at mocking up the actual JavaScript behavior for correct custom form validation handling

Not mergeable yet, just pushing this as a proof of concept. This should really be rolled into a proper plugin/JavaScript behavior.

x-ref #28414",14,5,2019-07-07T23:03:20Z,2022-07-14T00:53:27Z,,254,1102 days 01:50:07
Use -of-type instead of -child to accommodate hidden inputs,28997,12,12,1,"Hello friends! Long-time listener, first-time caller 📞

This PR changes the selector for resetting rounded corners of `btn` elements in `btn-groups` from `first-child` to `first-of-type` to accommodate hidden inputs in sets of checkboxes or radio buttons.

The [Rails collection_check_box](https://apidock.com/rails/v5.2.3/ActionView/Helpers/FormOptionsHelper/collection_check_boxes) or [Simple Form](https://github.com/plataformatec/simple_form#collection-check-boxes) or [Formtastic](https://github.com/justinfrench/formtastic) all add a hidden input either at the beginning or end of a collection of check boxes or radio buttons. This makes implementing groups of checkboxes or radio buttons [as per the documentation](https://getbootstrap.com/docs/4.0/components/buttons/#checkbox-and-radio-buttons) either painful or slightly ugly. 

[I initially put this PR in the bootstrap-rubygem repo](https://github.com/twbs/bootstrap-rubygem/pull/175)

<details>
<summary>Markup using Rails collection_check_boxes</summary>

![Screen Shot 2019-07-08 at 12 30 23 PM](https://user-images.githubusercontent.com/1615322/60775974-9c313d00-a17c-11e9-8439-72a74b7a6df5.png)
</details>

<details>
<summary>Screenshot using first-child/last-child</summary>

![Screen Shot 2019-07-08 at 12 30 07 PM](https://user-images.githubusercontent.com/1615322/60775961-802d9b80-a17c-11e9-9134-d663077630ab.png)
</details>

<details>
<summary>Screenshot using first-of-type/last-of-type</summary>

![Screen Shot 2019-07-08 at 12 32 42 PM](https://user-images.githubusercontent.com/1615322/60775966-858ae600-a17c-11e9-97b9-b54f9eebb869.png)
</details>",8,6,2019-07-08T00:50:36Z,2020-01-08T20:18:20Z,,1648,184 days 19:27:44
Differentiate hover state for outline buttons,28999,6,4,1,"The `:hover` state for outline buttons is effectively the same as the `:active` state, so it can be difficult to tell the difference between a button that is hovered over and one that is active - particularly when using eg [checkbox/radio buttons as buttons](https://getbootstrap.com/docs/4.3/components/buttons/#checkbox-and-radio-buttons), which uses the `active` class to show that something is selected.

This change adds `$hover-background` and `$hover-border` as options to the `button-outline-variant` mixin, and gives them default values half-way between than the `$color` and white.

I think this is related to #26804

### Current state

![old-bad](https://user-images.githubusercontent.com/1615322/60854088-0d432400-a253-11e9-98b2-dcf148f8100d.gif)

### With change

![new-nice](https://user-images.githubusercontent.com/1615322/60854090-116f4180-a253-11e9-9cab-1f1d7fb86fed.gif)

Closes #26804

Preview: <https://deploy-preview-28999--twbs-bootstrap.netlify.com/docs/5.1/components/buttons/#outline-buttons>
",22,9,2019-07-09T01:21:00Z,2022-09-04T17:13:15Z,,1036,1153 days 15:52:15
separate file for our polyfills to have lighter plugins,29001,7,2,1,"Some polyfills was added twice without that change, it was a bad idea from me 😆 ",0,2,2019-07-09T08:21:39Z,2019-07-10T08:40:53Z,2019-07-10T08:40:53Z,80,1 days 00:19:14
Move the linkinator test in `npm t`.,29003,3,3,2,Only thing I'm not sure about is running these in parallel. Some more testing should help decide.,4,3,2019-07-09T14:22:12Z,2019-07-15T13:26:36Z,2019-07-15T13:26:36Z,97,5 days 23:04:24
Make tabs ARIA accessible.,29006,12,2,1,"Bootstrap Tabs almost conforms to the ARIA spec for tabs but not quite:
https://developer.mozilla.org/en-US/docs/Web/Accessibility/ARIA/Roles/Tab_Role#Description

To match the spec the following changes have been made:
- Change the `tab` from using `aria-expanded` to `aria-selected`
- Connect to `tabpanel`s via the `tab`'s `aria-controls` value
- Change the `tabpanel` from using an `.active` css class to `aria-expanded` (in addition)

The HTML will need to ensure that their `tab`'s `aria-controls` and `tabpanel`'s `id` match.
",4,5,2019-07-10T01:04:49Z,2019-07-11T16:34:40Z,,542,1 days 15:29:51
Fix typo.,29008,2,2,2,,0,2,2019-07-10T06:41:02Z,2019-07-10T07:45:28Z,2019-07-10T07:45:27Z,0,0 days 01:04:25
Update devDependencies.,29009,499,397,5,,1,2,2019-07-10T08:09:19Z,2019-07-17T12:03:33Z,2019-07-17T12:03:33Z,0,7 days 03:54:14
Offcanvas as component,29017,1201,20,20,"I did a first approach on an offcanvas component.
Αll of us, have used custom solutions, but maybe an official version,  would be more stable.

Do you find it interesting? May I continue on this?

Preview: <https://deploy-preview-29017--twbs-bootstrap.netlify.app/docs/5.0/components/offcanvas/>

TODO:

- [x] we need to see if we can stop body scroll
- [x] maybe blur the bg if it doesn't have any performance hit
- [x] tweak blur, the current blur is too much IMO (XhmikosR)
- [x] Remove height from bottom offcanvas
- [x] Provide some default theming (white background, maybe a border or shadow like the modals)
- [x] Disable body scrolling by default.
- [x] measure FPS when blurring the bg (@XhmikosR  i need guidance)
- [x] update offcanvas example to use this (also move it away from the experimental category)
- [x] reindent and fix missing end tags in the doc examples
- [x] switch to `event.key`
- [x] add more content in right, bottom examples
- [x] `<div class=""h4"">` should be changed to `h4` or similar?
- [x] Make sure the element is hidden and not offscreen when inactive 
- [x] enforce focus, only on open element
- [x] Enable blur by default?
- [x] Revert the scrollbar decoupling
- [x] Consistent behavior of modals and offcanvas (eg. same way of setting a backdrop) #32439
- [x] [non-text elements inside button](https://github.com/twbs/bootstrap/pull/29017#issuecomment-706302016) related issue #32372, #31646
- [x] Make sure all data attributes and any CSS vars are prefixed
- [x] Bring back the backdrop option, but keep it enabled by default
- [x] Make sure we aren't using any recently changed mr, etc classes
- [ ] Should the backdrop transition be the same as the offcanvas one? Right now, backdrop shows instantly but finishes hiding after the offcanvas is closed .(GeoSot: it will be changed when #32439 is merged)
- [x] Decide about the name: `offcanvas`, `off-canvas` etc
- [x] Maybe rename the classes to consider RTL? Not sure if it's needed
- [x] Fix BrowserStack tests
- [x] spell checking from a native English speaker (@mdo?)
- [x] check accessibility (@patrickhlauke)
- [ ] **clean up/squash patches manually**

Fixes #27033, fixes #24718.

---

mdo's TODO:

- [x] Finish and merge this PR
  - [x] Undo the Offcanvas example change for now (we'll replace that later)
- [x] Close any other PRs
- [x] Iterate on the docs a bit more
- [x] Detach and de-dupe the backdrop in #32439
",83,24,2019-07-11T23:47:42Z,2021-03-02T17:10:10Z,2021-03-02T17:10:10Z,2465,599 days 17:22:28
